最高気温　2007年　（沖縄県　）
36225717   1 115   0   0   0   0
07 1227234239218207208161169185200224246216202224241231200209245224212242192204233183168167191210
07 2201157187218236222250253244234196225252262208241266249216228223231220234221212246246
07 3248234260265247161174194237248220212229251266245209200208202230246246254247249278249256271264
07 4274242185189212215215213220227217249259258251260244252227248257266263279237243264268261271
07 5253258272280275250263261265274266273284281276289280293259246271279294298309308306311309295293
07 6303309308289292280282267286270298295308307311292297307307306308313318319319305316318318318
07 7319321326326333325327332332333329325305328326327325322331330342336331322334329334333333332334
07 8329336331327332327307325302304299302293288303308291284283278295290303301303298306299304307305
07 9303310309304284297286274276301296298302297288295287276289304292307307304303304305305312312
0710311313309305286273289284259262285287283276265251264256257251262271280289287271271284274258272
0711260240237233260247252264248251247242250266256267270242229220227245244254240252218200210225
0712232247224215217212225220242250255259242202236227256223233249245245249244240232245248217182162
36225718   1   5   0   0   0   5
07 1226233238216206207159168184199223245215201223239230199208245223211242191203232182167166190209
07 2200156186218235221249252243233195225251261207240265248214227222230219233220211244244
07 3247233259263246160173192236247219211228250265244208199207201229245245253246249278249256270264
07 4274242185189212214214213220227217249259257251260244252227247257266263278237243264268260270
07 5252257271279274249262260264273265272283280275288279292258245270278292297308307305310308294292
07 6302308307288291279282266285270297294308307311292296307307306309313318320319305316319319318
07 7319322326327333325327332332333330325305328326327325322331330341335331321333329334332332331334
07 8328335330326331326306324301303298301292287302307290283281277293289302300302297305298304307305
07 9302309309304284296286274276301295298302297288295287276289304292308307304303304305305312312
0710311313309305286273289284260262285287283276265251264256257250262271279289286271271284274258272
0711260240237233260247252264248251247242250266256267270242229220227245243254240252218200209224
0712232247224215216212224219241250254258241201235226254221232248244244248243238230244246216181160
36225724   1   2   0   0   0   0
07 1227234239218207208161169185200225247216202225241231200209245224212243192204233183168167191210
07 2201157187218236222250253244234196225252261208241266248215228223231220234221212245246
07 3248234260265247161174193237248220212229251266245209201208203230246246254247250279249256271264
07 4274242185189212215215213220227217249259258250259244252227247257266263278236243263268260270
07 5252256271279274249262259263272265272282279275287278291257245269277291296307306304309307292291
07 6301307306287290278280265284268296293307306309291296306306305308313318319319305316319318318
07 7319322326327334325327332333333330326305328327327325322331330341335331321333328333331331331333
07 8327334330325330325305323300302297300291285301306289282281277293288301299302296305297303306304
07 9302309309304284297287275276301296299303299289296288277291305293309308305305305306306313314
0710312315311306288274291285260263286288284277266252265257257251263272280289287272271285275259273
0711261241238234261248253265249252248243251267257268271243230222228246245255241253219201211226
0712233248225216217213225220242251255258241202236227255222233249245245248244239231245247217182161
36225725   1 388   0   0   0   0
07 1226233238217206207159168184199223245215201223239230199208244223211242191203232182167166190209
07 2200156186218235221250252244233195225252261207241265248215227222230219233220211244245
07 3247233259263246160173192236247219211227250265243208199207202229245246253246249278249256271264
07 4274242185189212215215213221227218249259258251260244252227248257266263278237243263268260270
07 5252256270279273249261259263272264271282279274287278291257244269277291296307306304309307293291
07 6301307307287290279281266284269297294307306310292296307306305308313318319319305315318318318
07 7319321325326333325326332332333329325304328326327324322331330342336331322334329335333333332335
07 8330336332328333328308326303305300303294289304310292285284280296291304302305299307300305308306
07 9304310310305284297287275276301296298302298288294287275289304292307306303303303305305311312
0710311313309305286273289284259262285287284276265251264256257251262271280289287272271284275258273
0711260241237233260248252264248251247242250266256267270242229220227245243254240252218200209225
0712232247224215216212224219241250254258241201235226255222232248244244248244239231244246216181161
36225726  26 826 171 105   0  75
07 1225232237216205206159167183198222244214200222238229198207243222210240190202230181166164189208
07 2199155185216234220249251242232194224251260206240265247214227221229219233219210244244
07 3246233258263246160173192235247219210227250265243208199207202229244245253246249278248255270264
07 4274242185188212214214213220226217248258257250259243251226247256265262277236242263267259269
07 5251256270278273248261259263271264271281279274287278291257244269277292296307307305310308293292
07 6302308307288291279281266285269297294308306310292296307306305308312317318318304315317317317
07 7318320324325332323325330331331328324303326325326323321330329341335331321334329334333333333335
07 8330337333328333329309327304306301304295290305311293286285281297292305303306299308300306309307
07 9304311310305284297286274276300295298301297287293286274288303291306305302302302303303310311
0710309312308304285272288283258261284286283275264250263256256250262271279288286271270284274257272
0711259240236233259247251264247250246241249265255266269241228219226243242253239250217199208223
0712231245223214215211223218240249253257240201234225254221231247243244247243238230243246215180160
36225727  211117 234 228   0 370
07 1226233238217206207159168184199223245215200223239230199208244223211241191203231182167166190209
07 2200156186218235221250253244233196225252261208241266248215228222230220233220211245245
07 3247233259263246160173192235247219210227250264243208199206201228244245253246249278249256271264
07 4274242185189212215215214221227218250260258251260245253227248258266263279237243264268260270
07 5252257271279274249262260263272265272282280275288279292258245270278293297308308306311309294293
07 6303309308289292281283268286271298295309307311293297308307306309313318319319304315318317317
07 7318320324325332323325330331331328324303326325326323321330329341335331322334330335334334334336
07 8331338334330335330310329306308303306297292308313296288287283299294308305308302310302308311309
07 9306313312306286298288275277301296299302297288294286275289303291306306302302303304304311312
0710310313309305286272289284259262285287284276265252265257257251263272281290287272272285275259273
0711261241237234260248252265248251247242250266255267269241228220226244243254240251218200209224
0712232246224215216212225219242250254258241202236226255222233249245245248244239231244247216181161
36225728  23 970 152 235   0 408
07 1226233238217206207159168184198223245215200223239230198208244223211241191202231182167166190209
07 2200156186218235221250252244233196225252261208241266248215227222230219233220211245245
07 3247233259263246160173192235247219210227250264243208199206201228245245253246249278249256271264
07 4274242185189212215215214221227218249259258251260245252227248258266263279237243264268260270
07 5252257270279273249262259263272265272282279275288279292258245270278293297308308306311309294293
07 6303309308289292281283268286271298295309307311293297308307306308313318319319304315318317317
07 7318320324325332323325330330331328324303326325326323321330329341335331322334330335334334334336
07 8331338333330335330310329306308303306297292307313296288287283299294307305308301310302308311308
07 9306312312306286298287275277301296299302297288294286275288303291306306302302302304304311311
0710310313308304286272289283259262285287284276265252265257257251263272280290287272271285275258273
0711260241237234260248252264248251247241250266255266269241228220226244243254240251218199209224
0712232246224215216212224219242250254258241202235226255222233249245245248244239231244247216181161
36225729  87 934  19   0   0 793
07 1221228233211201202154163179194218240210195218234225193203239218205236186197226176162161185204
07 2195151181212230216244247238227190220246256202235261243210222218225214229215206240240
07 3242228255259242155168188231243215207224246260239204195202197224241241249242245274245252266260
07 4270238180185208211210209216223214245255254247256240248223243253262259275233239260264256266
07 5248253267275270246258256260269262268279276272285275289255242267274289294305304302308305291289
07 6299305304285288276279263282266294291304303307288292303303301304309313315315300311313313313
07 7314316320321328319321326327328325320300323322323320318327327338332328319331327332330331330333
07 8327334330326332327307325301304299302293288303308291284282278294289302300303296305297303306303
07 9301307307302281293282270272297291294297292283289281270283298286302301298297297299299305306
0710305307303299280267284278255256279281278271260246259251252246258266275284282267266280269253268
0711255236232228255243247259243246241236245261251262265236223215221239238248235246213194204219
0712226241218209211206219213236244249253236196230221250217227244239239243238234226239242211176155
36225734   1 123   0   0   0   0
07 1227234239218207208161169185200224246216202224241231200209245224212243192204233183168167191210
07 2201157187218236222251253244234196225252262208241266249215228223231220234221212245246
07 3248234260264247161174193237248220212229251266244209201208203230246246254247250279249256271265
07 4274243185189212215215213221227217249259258251260244252227247257266263278236243263268260270
07 5252256270279273249261259263272265272282279275287278291257244269277291296307306304309307293291
07 6301307306287290278281266284269296293307306310291296306306305308313318319319305316318318318
07 7319321326326333325327332332333330325305328327327325322331330342336331322334329334332332332334
07 8329336331327332327307325302304299302293288303308291284283279295290303301304298306299305308306
07 9304310310305285298287275277302297299303299289296288277290305293308307304304304306305312313
0710311314309305287273290284259262285287283276265251264256257251262271280289287272271284275258273
0711260241237234261248253265249252248243251267257268271243230222228246245255241253219201211226
0712233248225216217213225220242251255259242202236227255222233249245245248244239231245247217182161
36225735  22 849  61 163   0 192
07 1226233238217206207159168184199223245215200223239229199208244223211241191202231182167166190209
07 2200156186218235221250253244233196225252261208241266248215228222230220233220211245245
07 3247233259263246160173192235247219210227250264243208199206201228244245253246249278249256271264
07 4274242186189213215215214221227218250260258251260245253227248258267263279237243263268259270
